Organism,feature_number,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,Experiment,Replicate,DayNight,variable,value
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,932022.579585948
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1290012.752453129
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,TF,31604919.41503125
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,TF,24603001.421226565
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,TF,38207985.286605455
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,TF,143167446.74760938
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,1,Day,TF,1293641.6822695353
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,2,Day,TF,1784586.5194843777
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,3,Day,TF,1249817.6525937337
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,4,Day,TF,2395850.2838242156
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,1,Day,TF,123831.27093749997
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,2,Day,TF,101087.98101562363
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,3,Day,TF,258337.5983281253
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,4,Day,TF,127774.96687499966
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,777053.9712578276
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,307862.03859374794
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,227130.82717186876
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,558751.0620429674
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,261899.59875001153
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,1219776.1470624888
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,1272025.8843750209
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,837242.1876719277
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,544161.1225390641
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,225303.35739843646
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,322067.6041640628
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,334921.12832031393
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,604405.1967890381
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,3326827.005812563
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2178593.927562533
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2951200.9168750895
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,946393.7907705086
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,551980.8525000338
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,677404.7961093546
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,869956.6531171978
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,1,Day,TF,13254103.722687485
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,2,Day,TF,14102193.131359385
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,3,Day,TF,12936878.970453123
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,4,Day,TF,9979769.813867206
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,222360.18673828267
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,133099.53938281367
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,301844.53911132854
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,1159413.7132656293
Dictyota,6107,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,9880398.329835933
Dictyota,6107,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,23560471.3730234
Dictyota,6107,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,18262796.15496095
Dictyota,6107,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,15688670.18317963
Dictyota,6142,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,4785214.487617176
Dictyota,6142,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,20303897.357015494
Dictyota,6142,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,20283691.31771853
Dictyota,6142,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,25903195.934593674
Dictyota,6359,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,1,Day,TF,738167.1724374993
Dictyota,6359,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,2,Day,TF,1091528.1816952825
Dictyota,6359,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,3,Day,TF,1027303.4251249913
Dictyota,6359,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,4,Day,TF,252271.9339921762
Dictyota,6377,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,2195666.6097656293
Dictyota,6377,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,1214547.4718046878
Dictyota,6377,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,1619665.6710312504
Dictyota,6377,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,3560593.509304682
Dictyota,7028,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,1,Day,TF,473900.4230078035
Dictyota,7028,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,2,Day,TF,994750.8310468809
Dictyota,7028,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,3,Day,TF,507716.17172265355
Dictyota,7028,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,4,Day,TF,911021.6208749942
Dictyota,7463,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,7488049.01334375
Dictyota,7463,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,11754552.731187472
Dictyota,7463,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,14684077.175812297
Dictyota,7463,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,12375758.066124847
Dictyota,7683,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,477095.0887500181
Dictyota,7683,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,951102.829828129
Dictyota,7683,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1148052.342562513
Dictyota,7683,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2460662.9067344004
Dictyota,7737,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,1679832.0079531213
Dictyota,7737,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,2384004.7088398496
Dictyota,7737,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,842756.3705468797
Dictyota,7737,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1116361.7214375027
Dictyota,7820,87,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,44311698.68009377
Dictyota,7820,87,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,54232769.4762734
Dictyota,7820,87,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,58106768.408652365
Dictyota,7820,87,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,63813908.917835936
Dictyota,8244,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,1,Day,TF,150264.69650000404
Dictyota,8244,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,2,Day,TF,280574.76039843634
Dictyota,8244,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,3,Day,TF,121257.55831249735
Dictyota,8244,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,4,Day,TF,572520.5177578129
Dictyota,8388,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,991730.4092578155
Dictyota,8388,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1457049.049874999
Dictyota,8388,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1334217.534218723
Dictyota,8388,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2135821.4312187573
Dictyota,9577,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,213107.5918281261
Dictyota,9577,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,558183.4340312456
Dictyota,9577,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,545197.0593750138
Dictyota,9577,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,235518.19775781245
Dictyota,9815,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,1,Day,TF,0
Dictyota,9815,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,2,Day,TF,0
Dictyota,9815,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,3,Day,TF,623108.1672812842
Dictyota,9815,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,4,Day,TF,0
Dictyota,10317,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,1,Day,TF,279730.5459999939
Dictyota,10317,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,2,Day,TF,0
Dictyota,10317,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,3,Day,TF,810080.277421864
Dictyota,10317,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,dorcierr,4,Day,TF,534507.2997656332
Dictyota,10384,1063,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,145346.17125000124
Dictyota,10384,1063,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1311788.1336992076
Dictyota,10384,1063,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1933321.0300937314
Dictyota,10384,1063,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,7568888.206976601
Dictyota,10396,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,1,Day,TF,0
Dictyota,10396,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,2,Day,TF,1256913.6697812607
Dictyota,10396,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,3,Day,TF,1454233.822726525
Dictyota,10396,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,4,Day,TF,1075198.0065312244
Dictyota,10502,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,1106271.2840937367
Dictyota,10502,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,3818057.3244062336
Dictyota,10502,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,1985052.7244844753
Dictyota,10502,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,4339376.694023454
Dictyota,10622,59,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,3410818.1095625125
Dictyota,10622,59,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,5215991.030265702
Dictyota,10622,59,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,5086345.849140591
Dictyota,10622,59,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,5189461.646250024
Dictyota,10634,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,656141.0265468752
Dictyota,10634,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1108828.3113593734
Dictyota,10634,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1478140.8563359196
Dictyota,10634,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,558558.2151406308
Dictyota,10645,231,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,1133473.2842343692
Dictyota,10645,231,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1076557.1939687561
Dictyota,10645,231,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,764627.715375013
Dictyota,10645,231,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1358825.775562501
Dictyota,10647,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,0
Dictyota,10647,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,0
Dictyota,10647,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,0
Dictyota,10647,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,16179151.063414212
Dictyota,10671,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,106355.61885937469
Dictyota,10671,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,136852.11503906624
Dictyota,10671,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,0
Dictyota,10671,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Dictyota,10681,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,578737.2427851557
Dictyota,10681,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,1604981.1317812363
Dictyota,10681,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,1990476.6570547093
Dictyota,10681,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,2051920.6267187675
Dictyota,10702,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,273526.98436718155
Dictyota,10702,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,412167.98362499627
Dictyota,10702,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,538155.6414531221
Dictyota,10702,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,0
Dictyota,10752,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,2632607.9519531284
Dictyota,10752,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,0
Dictyota,10752,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,2612934.090531244
Dictyota,10752,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,0
Dictyota,10958,2405,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,435198.30176562455
Dictyota,10958,2405,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1412415.0187578127
Dictyota,10958,2405,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1085163.4651250027
Dictyota,10958,2405,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1281843.7131718765
Dictyota,10989,1063,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,776371.3879765697
Dictyota,10989,1063,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1578694.5002656344
Dictyota,10989,1063,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2263598.4963750066
Dictyota,10989,1063,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2451154.5449531195
Dictyota,11008,1063,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,193750.55686718904
Dictyota,11008,1063,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,3105021.0499374843
Dictyota,11008,1063,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2501946.1541367164
Dictyota,11008,1063,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,4402846.50601562
Dictyota,11378,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,TF,482424.2578203149
Dictyota,11378,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,TF,760124.6686367213
Dictyota,11378,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,TF,409457.6102734412
Dictyota,11378,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,TF,0
Dictyota,12677,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,595816.2175468755
Dictyota,12677,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,2449542.721656244
Dictyota,12677,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,2423269.9346249835
Dictyota,12677,1291,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,3059795.950859407
Dictyota,13087,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,662416.8645078205
Dictyota,13087,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,3070862.3422187353
Dictyota,13087,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,3636678.806652342
Dictyota,13087,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,707983.6574531146
Dictyota,13469,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,2036792.0042656327
Dictyota,13469,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,52296660.98608203
Dictyota,13469,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,717279.8337539143
Dictyota,13469,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,796634.8917734479
Dictyota,13740,2021,Diterpenoids,0.7666666666666666,subclass,3,Insilico,dorcierr,1,Day,TF,41296.820027343856
Dictyota,13740,2021,Diterpenoids,0.7666666666666666,subclass,3,Insilico,dorcierr,2,Day,TF,62209.91413671805
Dictyota,13740,2021,Diterpenoids,0.7666666666666666,subclass,3,Insilico,dorcierr,3,Day,TF,76347.0635000024
Dictyota,13740,2021,Diterpenoids,0.7666666666666666,subclass,3,Insilico,dorcierr,4,Day,TF,34793.01296191553
Dictyota,14365,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,292508.43762499973
Dictyota,14365,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,216430.50925390725
Dictyota,14365,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,236270.66734375004
Dictyota,14365,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,436664.06298241846
Dictyota,14690,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,3674513.1239687894
Dictyota,14690,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,2599333.3468124857
Dictyota,14690,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,4019611.1049999828
Dictyota,14690,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,124536647.23865627
Dictyota,15644,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,TF,468732.9863281313
Dictyota,15644,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,TF,1417147.1558671736
Dictyota,15644,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,TF,1114046.2794687361
Dictyota,15644,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,TF,911441.7321562533
Dictyota,17992,59,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,4012467.0215624953
Dictyota,17992,59,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,6593035.917718801
Dictyota,17992,59,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,6755280.881109349
Dictyota,17992,59,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,6671819.464499974
Dictyota,18574,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,213107.5918281261
Dictyota,18574,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,558183.4340312456
Dictyota,18574,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,545197.0593750138
Dictyota,18574,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,235518.19775781245
Dictyota,18933,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,273526.98436718155
Dictyota,18933,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,827878.7867500084
Dictyota,18933,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,1205197.0830039112
Dictyota,18933,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,751844.5408750204
Dictyota,20183,200,Lipids and lipid-like molecules,0.5555555555555556,superclass,72,Insilico,dorcierr,1,Day,TF,0
Dictyota,20183,200,Lipids and lipid-like molecules,0.5555555555555556,superclass,72,Insilico,dorcierr,2,Day,TF,8420593.275605466
Dictyota,20183,200,Lipids and lipid-like molecules,0.5555555555555556,superclass,72,Insilico,dorcierr,3,Day,TF,0
Dictyota,20183,200,Lipids and lipid-like molecules,0.5555555555555556,superclass,72,Insilico,dorcierr,4,Day,TF,479512.81949999183
Pocillopora verrucosa,1681,87,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,594678.6318280986
Pocillopora verrucosa,1681,87,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,547068.8918906521
Pocillopora verrucosa,1681,87,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,12393895.212499924
Pocillopora verrucosa,1681,87,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,47429157.814500965
Pocillopora verrucosa,1949,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,1,Day,TF,899416.4018750095
Pocillopora verrucosa,1949,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,2,Day,TF,2289962.328937481
Pocillopora verrucosa,1949,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,3,Day,TF,2505908.147343736
Pocillopora verrucosa,1949,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,4,Day,TF,1563972.5631563277
Pocillopora verrucosa,2191,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,TF,1738720.805140642
Pocillopora verrucosa,2191,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,TF,1176302.6974375043
Pocillopora verrucosa,2191,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,TF,1854943.4404999989
Pocillopora verrucosa,2191,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,TF,80555507.3999063
Pocillopora verrucosa,2371,87,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,235885.10177344104
Pocillopora verrucosa,2371,87,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,432118.71248046565
Pocillopora verrucosa,2371,87,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,54654133.28700032
Pocillopora verrucosa,2371,87,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,113535929.78172967
Pocillopora verrucosa,2372,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,1,Day,TF,0
Pocillopora verrucosa,2372,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,2,Day,TF,113311.69800000246
Pocillopora verrucosa,2372,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,3,Day,TF,0
Pocillopora verrucosa,2372,155,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico,dorcierr,4,Day,TF,0
