feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,benthic_exudate,microbial_accumulite,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
2481,1827,"16.alpha.,17,21-Trihydroxypregna-1,4-diene-3,11,20-trione",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,16,24,2,7,0,0,-0.25,67.425,1,"InChI=1S/C21H26O6/c1-19-6-5-12(23)7-11(19)3-4-13-14-8-16(25)21(27,17(26)10-22)20(14,2)9-15(24)18(13)19/h5-7,13-14,16,18,22,25,27H,3-4,8-10H2,1-2H3/t13-,14-,16+,18+,19-,20-,21-/m0/s1",CHON,background,background,Night,2.2949810626783506e-5,0.03733649242857632,NA,3.2645957660548284e-4,1.0845447379176244e-4,4,Primary Producers,labile
2485,1583,Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds,3,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,18,33,1,4,0,0,-1.2222222222222223,95.13333333333333,3,N/A,CHON,background,background,Night,NA,NA,NA,NA,1.1540173397146034e-4,1,Turf,labile
2496,918,1-Methyl-L-histidine,2,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,16,29,2,6,0,0,-0.6875,79.89375,2,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",CHON,background,background,Night,NA,NA,NA,NA,1.516227518304174e-4,1,Turf,labile
2500,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,0.011034557692608117,NA,NA,NA,NA,1,CCA,labile
2517,918,1-Methyl-L-histidine,2,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,29,3,3,0,0,-0.7368421052631575,81.29999999999998,2,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",CHON,background,background,Night,NA,NA,0.015106508546763492,NA,5.826918642303909e-12,2,Cosmo,labile
2546,513,Taurocholic acid,2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,28,35,3,4,0,0,-0.6428571428571432,78.62142857142858,2,"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1",uncharacterized,background,background,Night,NA,NA,0.0033919934515328353,NA,NA,1,Pocillopora verrucosa,labile
2575,550,Met Tyr Leu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,21,34,0,11,0,0,-0.5714285714285712,76.58571428571427,2,N/A,uncharacterized,background,background,Night,NA,0.008053829982088716,NA,NA,NA,1,Dictyota,labile
2595,87,Benzenoids#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,25,1,7,0,0,-0.615384615384615,77.83846153846153,3,N/A,CHON,background,background,Night,NA,0.01825834654931619,NA,NA,NA,1,Dictyota,labile
2613,701,Organic acids and derivatives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,21,28,4,7,0,0,-0.0952380952380949,63.014285714285705,3,N/A,CHON,background,background,Night,NA,0.0033869993567665854,NA,NA,NA,1,Dictyota,labile
2619,1758,D-erythro-Sphinganine-1-phosphate,2,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C18H40NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h17-18,20H,2-16,19H2,1H3,(H2,21,22,23)/t17-,18+/m0/s1",uncharacterized,background,background,Night,NA,NA,NA,NA,1.5608260482627852e-5,1,Turf,labile
2643,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,Monoalkylamines,0.98,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Bad quality,18,40,6,8,0,0,-0.33333333333333304,69.79999999999998,2,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,2.166964337956542e-14,1,Turf,labile
2668,5898,Dinor-12-oxophytodienoic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,32,2,2,0,0,-1.2222222222222223,95.13333333333333,2,"InChI=1S/C16H24O3/c1-2-3-5-9-14-13(11-12-15(14)17)8-6-4-7-10-16(18)19/h3,5,11-14H,2,4,6-10H2,1H3,(H,18,19)/b5-3-/t13-,14-/m0/s1",CHON,background,background,Night,NA,NA,NA,NA,0.0064871202979277665,1,Turf,labile
2754,87,Lipids and lipid-like molecules#Organic acids and derivatives#Organic oxygen compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,18,24,4,5,0,0,-0.11111111111111072,63.466666666666654,3,N/A,uncharacterized,background,background,Night,NA,0.004353216752963002,NA,NA,NA,1,Dictyota,labile
2775,1758,Spectral Match to D-erythro-C18-Sphingosine from NIST14,2,"1,2-aminoalcohols",0.97,CHEMONTID:0001897,6,CHEMONTID:0002460,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002460;CHEMONTID:0001897,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,"1,2-aminoalcohols",NA,NA,Good,16,35,1,2,0,0,-1.75,110.175,2,N/A,CHON,background,background,Night,NA,0,NA,NA,0,2,Fleshy Algae,labile
2832,-1,"1,4-Anhydroerythritol",2,Monocarboxylic acids and derivatives,0.86,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Low probability,15,18,1,4,0,0,-0.4666666666666668,73.6,2,"InChI=1S/C4H8O3/c5-3-1-7-2-4(3)6/h3-6H,1-2H2/t3-,4+",uncharacterized,background,background,Night,NA,0.010423038947053874,NA,NA,NA,1,Dictyota,labile
2843,324,Lipids and lipid-like molecules,3,Alcohols and polyols,0.8,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,24,45,1,10,0,0,-0.916666666666667,86.42500000000001,3,N/A,CHON,background,background,Night,0.01630940349639475,NA,6.852135798491096e-4,NA,NA,2,Corraline,labile
2895,1783,Organic oxygen compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,22,0,7,0,0,-0.615384615384615,77.83846153846153,3,N/A,CHO,background,background,Night,NA,0.019084472705683347,NA,NA,NA,1,Dictyota,labile
2942,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,20,39,1,5,0,0,-1.2999999999999998,97.35,3,N/A,CHON,background,background,Night,NA,NA,NA,0.0035922653350684394,NA,1,Porites lobata,labile
2978,-1,Adipoyl-L-carnitine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,39,1,5,0,0,-1.2999999999999998,97.35,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",CHON,background,background,Night,NA,NA,9.515218974064695e-6,0,NA,2,Coral,labile
2997,550,Lipids and lipid-like molecules#Organic oxygen compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,19,28,6,9,0,0,0.42105263157894735,48.3,3,N/A,uncharacterized,background,background,Night,NA,0.01694059648760168,NA,NA,NA,1,Dictyota,labile
3040,1332,"3-Quinolinecarboxamide, 1,4-dihydro-8-methoxy-4-oxo-1-pentyl-N-tricyclo[3.3.1.13,7]dec-1-yl-",2,Amines,0.88,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,22,32,18,1,0,0,1.0909090909090908,29.209090909090907,2,"InChI=1S/C26H34N2O3/c1-3-4-5-9-28-16-21(24(29)20-7-6-8-22(31-2)23(20)28)25(30)27-26-13-17-10-18(14-26)12-19(11-17)15-26/h6-8,16-19H,3-5,9-15H2,1-2H3,(H,27,30)",CHON,background,background,Night,NA,NA,NA,NA,0.03702406496681965,1,Turf,labile
3041,198,"9-Oxo-10E,12Z-octadecadienoic acid",2,Carbonyl compounds,1,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,32,0,3,0,0,-1.3684210526315788,99.29999999999998,2,"InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+",CHO,background,background,Night,NA,NA,NA,3.5480994249593284e-9,NA,1,Porites lobata,labile
3078,21,Oleoyl-L-carnitine,2,Carboxylic acid derivatives,0.88,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",CHON,background,background,Night,NA,NA,NA,1.403236006051364e-7,NA,1,Porites lobata,labile
3080,87,Benzenoids#Organic acids and derivatives#Phenylpropanoids and polyketides#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,17,40,2,11,1,0,-1,88.8,3,N/A,CHONP,background,background,Night,NA,0.0016314621922512015,NA,NA,NA,1,Dictyota,labile
3107,-1,Ile Tyr Lys,2,Aminoimidazoles,0.93,CHEMONTID:0001225,6,CHEMONTID:0002310,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000078;CHEMONTID:0002310;CHEMONTID:0001225,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Substituted imidazoles,Aminoimidazoles,NA,NA,Good,14,34,4,1,0,0,-1.4285714285714288,101.01428571428572,2,N/A,CHON,background,background,Night,1.6371032770596987e-8,2.166964337956542e-14,NA,NA,4.1810722703310874e-14,3,Algae,labile
3162,1396,Organic acids and derivatives#Organic oxygen compounds,3,Amines,0.95,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,8,17,1,5,0,0,-0.5,74.55,3,N/A,CHON,background,background,Night,NA,NA,NA,0.001339132690070395,NA,1,Porites lobata,labile
3185,87,Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids,3,Carbonyl compounds,0.87,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,30,4,7,0,0,-0.18181818181818166,65.48181818181817,3,N/A,CHON,background,background,Night,NA,0.0010928544788627603,NA,NA,NA,1,Dictyota,labile
3214,490,Morantel,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C12H16N2S/c1-10-6-9-15-11(10)4-5-12-13-7-3-8-14(12)2/h4-6,9H,3,7-8H2,1-2H3/b5-4+",uncharacterized,background,background,Night,NA,NA,NA,NA,0.031867463577526386,1,Turf,labile
3248,87,Benzenoids#Organoheterocyclic compounds,3,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,25,1,7,0,0,-0.615384615384615,77.83846153846153,3,N/A,CHON,background,background,Night,NA,0.023232402133396286,NA,NA,0.008673398924096118,2,Fleshy Algae,labile
3316,933,Spectral Match to Leu-Leu from NIST14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,12,24,2,3,0,0,-1,88.8,1,N/A,CHON,background,background,Night,0.004364316223545478,NA,NA,NA,NA,1,CCA,labile
3336,87,Phenylpropanoids and polyketides#Organoheterocyclic compounds#Lipids and lipid-like molecules,3,Pyrimidines and pyrimidine derivatives,0.98,CHEMONTID:0000075,4,CHEMONTID:0001346,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA,Good,21,35,11,5,0,0,0.38095238095238093,49.44285714285714,3,N/A,CHON,background,background,Night,NA,NA,NA,NA,0.02683976768276833,1,Turf,labile
3373,87,Organic acids and derivatives#Lipids and lipid-like molecules#Phenylpropanoids and polyketides,3,Alcohols and polyols,0.91,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,29,49,1,15,0,0,-0.5517241379310347,76.02413793103449,3,N/A,CHON,background,background,Night,NA,0.005204411613545112,NA,NA,NA,1,Dictyota,labile
3374,87,Alkaloids and derivatives#Organoheterocyclic compounds#Organic oxygen compounds#Organic acids and derivatives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,22,39,1,11,0,0,-0.6363636363636367,78.43636363636364,3,N/A,CHON,background,background,Night,NA,9.529468711926455e-4,NA,NA,NA,1,Dictyota,labile
3377,-1,Pyrimidines and pyrimidine derivatives,N/A,Pyrimidines and pyrimidine derivatives,0.96,CHEMONTID:0000075,4,CHEMONTID:0001346,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA,Bad quality,21,30,10,7,0,0,0.6666666666666665,41.3,3,N/A,uncharacterized,background,background,Night,0.03984688987646268,0.021684573541382063,NA,NA,NA,2,Algae,labile
3406,87,Alkaloids and derivatives#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds,3,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,18,41,5,8,0,0,-0.5555555555555554,76.13333333333333,3,N/A,uncharacterized,background,background,Night,NA,0.0024556293079685686,NA,NA,0.0044663958829222784,2,Fleshy Algae,labile
3435,2393,Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids,3,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,18,33,1,5,0,0,-1.1111111111111107,91.96666666666665,3,N/A,CHON,background,background,Night,NA,NA,NA,0.04940903436229156,NA,1,Porites lobata,labile
3487,87,Organoheterocyclic compounds,3,Carbonyl compounds,0.94,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,25,43,1,13,0,0,-0.5599999999999996,76.25999999999999,3,N/A,CHON,background,background,Night,NA,0.002838587859149521,NA,NA,NA,1,Dictyota,labile
3509,5231,Benzenoids#Organic oxygen compounds,3,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,20,37,1,9,0,0,-0.7999999999999998,83.1,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.005446272610588354,1,Turf,labile
3625,87,Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,14,27,1,7,0,0,-0.7142857142857144,80.65714285714286,3,N/A,CHON,background,background,Night,NA,NA,0.04376814923801845,NA,0.002299275771655278,2,Cosmo,labile
3635,1306,Acetyl-DL-carnitine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3",uncharacterized,background,background,Night,NA,NA,0.013913454440057168,0.009811626661077787,NA,2,Coral,labile
3669,550,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Phosphate esters,0.84,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Good,21,37,2,8,1,0,-0.9523809523809526,87.44285714285715,3,N/A,CHONP,background,background,Night,NA,NA,NA,NA,0.009633359355821956,1,Turf,labile
3749,732,Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules,3,Monoalkylamines,1,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,11,33,12,5,0,0,1.1818181818181817,26.618181818181817,3,N/A,CHON,background,background,Night,NA,NA,NA,NA,0.009708068079274079,1,Turf,labile
3751,87,Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.003955668715196007,1,Turf,labile
3756,550,Lipids and lipid-like molecules,3,Phosphate esters,0.98,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Good,23,41,2,8,1,0,-1.0434782608695654,90.0391304347826,3,N/A,CHONP,background,background,Night,NA,NA,NA,NA,0.011614471088561116,1,Turf,labile
3757,-1,Spectral Match to Ile-Leu from NIST14,1,Monoalkylamines,1,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,12,24,2,3,0,0,-1,88.8,1,N/A,CHON,background,background,Night,0.03352523602360081,NA,NA,NA,NA,1,CCA,labile
3768,550,Lipids and lipid-like molecules#Phenylpropanoids and polyketides,3,Pyrimidines and pyrimidine derivatives,0.83,CHEMONTID:0000075,4,CHEMONTID:0001346,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA,Good,26,36,4,9,0,0,-0.23076923076923084,66.87692307692308,3,N/A,CHON,background,background,Night,NA,0.011934673160067065,NA,NA,NA,1,Dictyota,labile
3811,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.9,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Bad quality,19,43,5,8,0,0,-0.6315789473684212,78.30000000000001,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.019035956865663204,1,Turf,labile
3832,403,Organic nitrogen compounds#Lipids and lipid-like molecules#Organic acids and derivatives,3,Carbonyl compounds,0.87,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,23,38,6,5,0,0,-0.43478260869565233,72.69130434782609,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.02276354925250811,1,Turf,labile
3836,918,Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0,1,Turf,labile
3856,550,Lipids and lipid-like molecules,3,Carboxylic acid derivatives,0.93,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,22,39,2,8,1,0,-1,88.8,3,N/A,CHONP,background,background,Night,0.010525716287256955,NA,NA,NA,7.528287217306492e-5,2,Algae,labile
3860,21,L-Arachidonoylcarnitine,2,Carboxylic acid derivatives,0.97,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,2,N/A,CHON,background,background,Night,NA,NA,0.02921056599477456,0.001203709117554606,NA,2,Coral,labile
3915,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.88,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,23,41,1,11,0,0,-0.6956521739130439,80.12608695652175,3,N/A,CHON,background,background,Night,0.033499337641105305,NA,0.006283927192014206,NA,NA,2,Corraline,labile
3932,87,Organic acids and derivatives#Alkaloids and derivatives,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,10,32,8,7,1,0,0.10000000000000009,57.449999999999996,3,N/A,CHONP,background,background,Night,NA,8.078853912974534e-4,NA,NA,NA,1,Dictyota,labile
3946,-1,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,5.209702008625089e-4,NA,NA,NA,1,Dictyota,labile
3962,-1,Aconitic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,30,0,7,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+",CHO,background,background,Night,1.2938748835897561e-4,NA,NA,NA,NA,1,CCA,labile
3997,403,Lipids and lipid-like molecules,3,"Amino acids, peptides, and analogues",0.9,CHEMONTID:0000013,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA,Low probability,24,40,6,5,0,0,-0.5,74.55,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.007022646828917039,1,Turf,labile
